CIE10_X,CIE10,DESCRIPCION CIE
P782,P782,HEMATEMESIS Y MELENA NEONATALES DEBIDAS A LA DEGLUCION DE SANGRE MATERNA
P783,P783,DIARREA NEONATAL NO INFECCIOSA
P788,P788,OTROS TRASTORNOS PERINATALES ESPECIFICOS DEL SISTEMA DIGESTIVO
P789,P789,TRASTORNO PERINATAL DEL SISTEMA DIGESTIVO
P800,P800,SINDROME DEL ENFRIAMIENTO
P808,P808,OTRAS HIPOTERMIAS DEL RECIEN NACIDO
P809,P809,HIPOTERMIA DEL RECIEN NACIDO
P810,P810,HIPERTERMIA DEL RECIEN NACIDO INDUCIDA POR LAS CONDICIONES AMBIENTALES
P818,P818,OTRAS ALTERACIONES ESPECIFICADAS DE LA REGULACION DE LA TEMPERATURA DEL RECIEN NACIDO
P819,P819,ALTERACION NO ESPECIFICADA DE LA REGULACION DE LA TEMPERATURA EN EL RECIEN NACIDO
P830,P830,ESCLEREMA NEONATAL
P831,P831,ERITEMA TOXICO NEONATAL
P832,P832,HIDROPESIA FETAL NO DEBIDA A ENFERMEDAD HEMOLITICA
P833,P833,OTROS EDEMAS Y LOS NO ESPECIFICADOS
P834,P834,INGURGITACION MAMARIA DEL RECIEN NACIDO
P835,P835,HIDROCELE CONGENITO
P836,P836,POLIPO UMBILICAL DEL RECIEN NACIDO
P838,P838,OTRAS AFECCIONES ESPECIFICADAS DE LA PIEL
P839,P839,AFECCION NO ESPECIFICADA DE LA PIEL
P90X,P90,CONVULSIONES DEL RECIEN NACIDO
P910,P910,ISQUEMIA CEREBRAL NEONATAL
P911,P911,QUISTES PERIVENTRICULARES ADQUIRIDOS DEL RECIEN NACIDO
P912,P912,LEUCOMALACIA CEREBRAL NEONATAL
P913,P913,IRRITABILIDAD CEREBRAL NEONATAL
P914,P914,DEPRESION CEREBRAL NEONATAL
P915,P915,COMA NEONATAL
P916,P916,ENCEFALOPATIA HIPOXICO ISQUEMICA DEL RECIEN NACIDO
P917,P917,HIDROCEFALIA ADQUIRIDA DEL RECIEN NACIDO
P918,P918,OTRAS ALTERACIONES CEREBRALES ESPECIFICADAS DEL RECIEN NACIDO
P919,P919,ALTERACION CEREBRAL NO ESPECIFICADA DEL RECIEN NACIDO
P920,P920,VOMITOS DEL RECIEN NACIDO
P921,P921,REGURGITACION Y RUMIACION DEL RECIEN NACIDO
P922,P922,LENTITUD EN LA INGESTION DE ALIMENTOS DEL RECIEN NACIDO
P923,P923,HIPOALIMENTACION DEL RECIEN NACIDO
P924,P924,HIPERALIMENTACION DEL RECIEN NACIDO
P925,P925,DIFICULTAD NEONATAL EN LA LACTANCIA MATERNA
P928,P928,OTROS PROBLEMAS DE ALIMENTACION DEL RECIEN NACIDO
P929,P929,PROBLEMA NO ESPECIFICADO DE LA ALIMENTACION DEL RECIEN NACIDO
P93X,P93,REACCIONES E INTOXICACIONES DEBIDAS A DROGAS ADMINISTRADAS AL FETO Y AL RECIEN NACIDO
P940,P940,MIASTENIA GRAVE NEONATAL TRANSITORIA
P941,P941,HIPERTONIA CONGENITA
P942,P942,HIPOTONIA CONGENITA
P948,P948,OTROS TRASTORNOS DEL TONO MUSCULAR EN EL RECIEN NACIDO
P949,P949,TRASTORNO NO ESPECIFICADO DEL TONO MUSCULAR EN EL RECIEN NACIDO
P95X,P95,MUERTE FETAL DE CAUSA NO ESPECIFICADA
P960,P960,INSUFICIENCIA RENAL CONGENITA
P961,P961,SINTOMAS NEONATALES DE ABSTINENCIA POR DROGADICCION MATERNA
P962,P962,SINTOMAS DE ABSTINENCIA POR EL USO TERAPEUTICO DE DROGAS EN EL RECIEN NACIDO
P963,P963,AMPLITUD DE LAS SUTURAS CRANEALES DEL RECIEN NACIDO
P964,P964,TERMINACION DEL EMBARAZO
P965,P965,COMPLICACIONES DE PROCEDIMIENTOS INTRAUTERINOS
P968,P968,OTRAS AFECCIONES ESPECIFICADAS ORIGINADAS EN EL PERIODO PERINATAL
P969,P969,AFECCION NO ESPECIFICADA ORIGINADA EN EL PERIODO PERINATAL
Q000,Q000,ANENCEFALIA
Q001,Q001,CRANEORRAQUISQUISIS
Q002,Q002,INIENCEFALIA
Q010,Q010,ENCEFALOCELE FRONTAL
Q011,Q011,ENCEFALOCELE NASOFRONTAL
Q012,Q012,ENCEFALOCELE OCCIPITAL
Q018,Q018,ENCEFALOCELE DE OTROS SITIOS
Q019,Q019,ENCEFALOCELE
Q02X,Q02,MICROCEFALIA
Q030,Q030,MALFORMACIONES DEL ACUEDUCTO DE SILVIO
Q031,Q031,ATRESIA DE LOS AGUJEROS DE MAGENDIE Y DE LUSCHKA
Q038,Q038,OTROS HIDROCEFALOS CONGENITOS
Q039,Q039,HIDROCEFALO CONGENITO
Q040,Q040,MALFORMACIONES CONGENITAS DEL CUERPO CALLOSO
Q041,Q041,ARRINENCEFALIA
Q042,Q042,HOLOPROSENCEFALIA
Q043,Q043,OTRAS ANOMALIAS HIPOPLASICAS DEL ENCEFALO
Q044,Q044,DISPLASIA OPTICOSEPTAL
Q045,Q045,MEGALENCEFALIA
Q046,Q046,QUISTES CEREBRALES CONGENITOS
Q048,Q048,OTRAS MALFORMACIONES CONGENITAS DEL ENCEFALO
Q049,Q049,MALFORMACION CONGENITA DEL ENCEFALO
Q050,Q050,ESPINA BIFIDA CERVICAL CON HIDROCEFALO
Q051,Q051,ESPINA BIFIDA TORACICA CON HIDROCEFALO
Q052,Q052,ESPINA BIFIDA LUMBAR CON HIDROCEFALO
Q053,Q053,ESPINA BIFIDA SACRA CON HIDROCEFALO
Q054,Q054,ESPINA BIFIDA CON HIDROCEFALO
Q055,Q055,ESPINA BIFIDA CERVICAL SIN HIDROCEFALO
Q056,Q056,ESPINA BIFIDA TORACICA SIN HIDROCEFALO
Q057,Q057,ESPINA BIFIDA LUMBAR SIN HIDROCEFALO
Q058,Q058,ESPINA BIFIDA SACRA SIN HIDROCEFALO
Q059,Q059,ESPINA BIFIDA
Q060,Q060,AMIELIA
Q061,Q061,HIPOPLASIA Y DISPLASIA DE LA MEDULA ESPINAL
Q062,Q062,DIASTEMATOMIELIA
Q063,Q063,OTRAS ANOMALIAS CONGENITAS DE LA COLA DE CABALLO
Q064,Q064,HIDROMIELIA
Q068,Q068,OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE LA MEDULA ESPINAL
Q069,Q069,MALFORMACION CONGENITA DE LA MEDULA ESPINAL
Q070,Q070,SINDROME DE ARNOLD-CHIARI
Q078,Q078,OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO
Q079,Q079,OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA NERVIOSO
Q100,Q100,BLEFAROPTOSIS CONGENITA
Q101,Q101,ECTROPION CONGENITO
Q102,Q102,ENTROPION CONGENITO
Q103,Q103,OTRAS MALFORMACIONES CONGENITAS DE LOS PARPADOS
Q104,Q104,AUSENCIA Y AGENESIA DEL APARATO LAGRIMAL
Q105,Q105,ESTENOSIS Y ESTRECHEZ CONGENITAS DEL CONDUCTO LAGRIMAL
Q106,Q106,OTRAS MALFORMACIONES CONGENITAS DEL APARATO LAGRIMAL
Q107,Q107,MALFORMACION CONGENITA DE LA ORBITA
Q110,Q110,GLOBO OCULAR QUISTICO
Q111,Q111,OTRAS ANOFTALMIAS
Q112,Q112,MICROFTALMIA
Q113,Q113,MACROFTALMIA
Q120,Q120,CATARATA CONGENITA
Q121,Q121,DESPLAZAMIENTO CONGENITO DEL CRISTALINO
Q122,Q122,COLOBOMA DEL CRISTALINO
Q123,Q123,AFAQUIA CONGENITA
Q124,Q124,ESFEROFAQUIA
Q128,Q128,OTRAS MALFORMACIONES CONGENITAS DEL CRISTALINO
Q129,Q129,MALFORMACION CONGENITA DEL CRISTALINO
Q130,Q130,COLOBOMA DEL IRIS
Q131,Q131,AUSENCIA DEL IRIS
Q132,Q132,OTRAS MALFORMACIONES CONGENITAS DEL IRIS
Q133,Q133,OPACIDAD CORNEAL CONGENITA
Q134,Q134,OTRAS MALFORMACIONES CONGENITAS DE LA CORNEA
Q135,Q135,ESCLEROTICA AZUL
Q138,Q138,OTRAS MALFORMACIONES CONGENITAS DEL SEGMENTO ANTERIOR DEL OJO
Q139,Q139,MALFORMACION CONGENITA DEL SEGMENTO ANTERIOR DEL OJO
Q140,Q140,MALFORMACION CONGENITA DEL HUMOR VITREO
Q141,Q141,MALFORMACION CONGENITA DE LA RETINA
Q142,Q142,MALFORMACION CONGENITA DEL DISCO OPTICO
Q143,Q143,MALFORMACION CONGENITA DE LA COROIDES
Q148,Q148,OTRAS MALFORMACIONES CONGENITAS DEL SEGMENTO POSTERIOR DEL OJO
Q149,Q149,MALFORMACION CONGENITA DEL SEGMENTO POSTERIOR DEL OJO
Q150,Q150,GLAUCOMA CONGENITO
Q158,Q158,OTRAS MALFORMACIONES CONGENITAS DEL OJO
Q159,Q159,MALFORMACIONES CONGENITAS DEL OJO
Q160,Q160,AUSENCIA CONGENITA DEL PABELLON (DE LA OREJA)
Q161,Q161,AUSENCIA CONGENITA
Q162,Q162,AUSENCIA DE LA TROMPA DE EUSTAQUIO
Q163,Q163,MALFORMACION CONGENITA DE LOS HUESECILLOS DEL OIDO
Q164,Q164,OTRAS MALFORMACIONES CONGENITAS DEL OIDO MEDIO
Q165,Q165,MALFORMACION CONGENITA DEL OIDO INTERNO
Q169,Q169,MALFORMACION CONGENITA DEL OIDO QUE CAUSA ALTERACION DE LA AUDICION
Q170,Q170,OREJA SUPERNUMERARIA
Q171,Q171,MACROTIA
Q172,Q172,MICROTIA
Q173,Q173,OTRAS DEFORMIDADES DEL PABELLON AURICULAR
Q174,Q174,ANOMALIA DE LA POSICION DE LA OREJA
Q175,Q175,OREJA PROMINENTE
Q178,Q178,OTRAS MALFORMACIONES CONGENITAS DEL OIDO
Q179,Q179,MALFORMACION CONGENITA DEL OIDO
Q180,Q180,SENO
Q181,Q181,SENO Y QUISTE PREAURICULAR
Q182,Q182,OTRAS MALFORMACIONES DE LAS HENDIDURAS BRANQUIALES
Q183,Q183,PTERIGION DEL CUELLO
Q184,Q184,MACROSTOMIA
Q185,Q185,MICROSTOMIA
Q186,Q186,MACROQUEILIA
Q187,Q187,MICROQUEILIA
Q188,Q188,OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE CARA Y CUELLO
Q189,Q189,MALFORMACION CONGENITA DE LA CARA Y DEL CUELLO
Q200,Q200,TRONCO ARTERIOSO COMUN
Q201,Q201,TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO DERECHO
Q202,Q202,TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO IZQUIERDO
Q203,Q203,DISCORDANCIA DE LA CONEXION VENTRICULOARTERIAL
Q204,Q204,VENTRICULO CON DOBLE ENTRADA
Q205,Q205,DISCORDANCIA DE LA CONEXION AURICULOVENTRICULAR
Q206,Q206,ISOMERISMO DE LOS APENDICES AURICULARES
Q208,Q208,OTRAS MALFORMACIONES CONGENITAS DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES
Q209,Q209,MALFORMACION CONGENITA DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES
Q210,Q210,DEFECTO DEL TABIQUE VENTRICULAR
Q211,Q211,DEFECTO DEL TABIQUE AURICULAR
Q212,Q212,DEFECTO DEL TABIQUE AURICULOVENTRICULAR
Q213,Q213,TETRALOGIA DE FALLOT
Q214,Q214,DEFECTO DEL TABIQUE AORTOPULMONAR
Q218,Q218,OTRAS MALFORMACIONES CONGENITAS DE LOS TABIQUES CARDIACOS
Q219,Q219,MALFORMACION CONGENITA DEL TABIQUE CARDIACO
Q220,Q220,ATRESIA DE LA VALVULA PULMONAR
Q221,Q221,ESTENOSIS CONGENITA DE LA VALVULA PULMONAR
Q222,Q222,INSUFICIENCIA CONGENITA DE LA VALVULA PULMONAR
Q223,Q223,OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA PULMONAR
Q224,Q224,ESTENOSIS CONGENITA DE LA VALVULA TRICUSPIDE
Q225,Q225,ANOMALIA DE EBSTEIN
Q226,Q226,SINDROME DE HIPOPLASIA DEL CORAZON DERECHO
Q228,Q228,OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA TRICUSPIDE
Q229,Q229,MALFORMACION CONGENITA DE LA VALVULA TRICUSPIDE
Q230,Q230,ESTENOSIS CONGENITA DE LA VALVULA AORTICA
Q231,Q231,INSUFICIENCIA CONGENITA DE LA VALVULA AORTICA
Q232,Q232,ESTENOSIS MITRAL CONGENITA
Q233,Q233,INSUFICIENCIA MITRAL CONGENITA
Q234,Q234,SINDROME DE HIPOPLASIA DEL CORAZON IZQUIERDO
Q238,Q238,OTRAS MALFORMACIONES CONGENITAS DE LAS VALVULAS AORTICA Y MITRAL
Q239,Q239,MALFORMACION CONGENITA DE LAS VALVULAS AORTICA Y MITRAL
Q240,Q240,DEXTROCARDIA
Q241,Q241,LEVOCARDIA
Q242,Q242,CORAZON TRIAURICULAR
Q243,Q243,ESTENOSIS DEL INFUNDIBULO PULMONAR
Q244,Q244,ESTENOSIS SUBAORTICA CONGENITA
Q245,Q245,MALFORMACION DE LOS VASOS CORONARIOS
Q246,Q246,BLOQUEO CARDIACO CONGENITO
Q248,Q248,OTRAS MALFORMACIONES CONGENITAS DEL CORAZON
Q249,Q249,MALFORMACION CONGENITA DEL CORAZON
Q250,Q250,CONDUCTO ARTERIOSO PERSISTENTE
Q251,Q251,COARTACION DE LA AORTA
Q252,Q252,ATRESIA DE LA AORTA
Q253,Q253,ESTENOSIS DE LA AORTA
Q254,Q254,OTRAS MALFORMACIONES CONGENITAS DE LA AORTA
Q255,Q255,ATRESIA DE LA ARTERIA PULMONAR
Q256,Q256,ESTENOSIS DE LA ARTERIA PULMONAR
Q257,Q257,OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA PULMONAR
Q258,Q258,OTRAS MALFORMACIONES CONGENITAS DE LAS GRANDES ARTERIAS
Q259,Q259,MALFORMACION CONGENITA DE LAS GRANDES ARTERIAS
Q260,Q260,ESTENOSIS CONGENITA DE LA VENA CAVA
Q261,Q261,PERSISTENCIA DE LA VENA CAVA SUPERIOR IZQUIERDA
Q262,Q262,CONEXION ANOMALA TOTAL DE LAS VENAS PULMONARES
Q263,Q263,CONEXION ANOMALA PARCIAL DE LAS VENAS PULMONARES
Q264,Q264,CONEXION ANOMALA DE LAS VENAS PULMONARES
Q265,Q265,CONEXION ANOMALA DE LA VENA PORTA
Q266,Q266,FISTULA ARTERIA HEPATICA-VENA PORTA
Q268,Q268,OTRAS MALFORMACIONES CONGENITAS DE LAS GRANDES VENAS
Q269,Q269,MALFORMACION CONGENITA DE LAS GRANDES VENAS
Q270,Q270,AUSENCIA E HIPOPLASIA CONGENITA DE LA ARTERIA UMBILICAL
Q271,Q271,ESTENOSIS CONGENITA DE LA ARTERIA RENAL
Q272,Q272,OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA RENAL
Q273,Q273,MALFORMACION ARTERIOVENOSA PERIFERICA
Q274,Q274,FLEBECTASIA CONGENITA
Q278,Q278,OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA VASCULAR PERIFERICO
Q279,Q279,MALFORMACION CONGENITA DEL SISTEMA VASCULAR PERIFERICO
Q280,Q280,MALFORMACION ARTERIOVENOSA DE LOS VASOS PRECEREBRALES
Q281,Q281,OTRAS MALFORMACIONES DE LOS VASOS PRECEREBRALES
Q282,Q282,MALFORMACION ARTERIOVENOSA DE LOS VASOS CEREBRALES
Q283,Q283,OTRAS MALFORMACIONES DE LOS VASOS CEREBRALES
Q288,Q288,OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO
Q289,Q289,MALFORMACION CONGENITA DEL SISTEMA CIRCULATORIO
Q300,Q300,ATRESIA DE LAS COANAS
Q301,Q301,AGENESIA O HIPOPLASIA DE LA NARIZ
Q302,Q302,HENDIDURA
Q303,Q303,PERFORACION CONGENITA DEL TABIQUE NASAL
Q308,Q308,OTRAS MALFORMACIONES CONGENITAS DE LA NARIZ
Q309,Q309,MALFORMACION CONGENITA DE LA NARIZ
Q310,Q310,PTERIGION DE LA LARINGE
Q311,Q311,ESTENOSIS SUBGLOTICA CONGENITA
Q312,Q312,HIPOPLASIA LARINGEA
Q313,Q313,LARINGOCELE
Q314,Q314,ESTRIDOR LARINGEO CONGENITO
Q315,Q315,LARINGOMALASIA CONGENITA
Q318,Q318,OTRAS MALFORMACIONES CONGENITAS DE LA LARINGE
Q319,Q319,MALFORMACION CONGENITA DE LA LARINGE
Q320,Q320,TRAQUEOMALACIA CONGENITA
Q321,Q321,OTRAS MALFORMACIONES CONGENITAS DE LA TRAQUEA
Q322,Q322,BRONCOMALACIA CONGENITA
Q323,Q323,ESTENOSIS CONGENITA DE LOS BRONQUIOS
Q324,Q324,OTRAS MALFORMACIONES CONGENITAS DE LOS BRONQUIOS
Q330,Q330,QUISTE PULMONAR CONGENITO
Q331,Q331,LOBULO PULMONAR SUPERNUMERARIO
Q332,Q332,SECUESTRO DEL PULMON
Q333,Q333,AGENESIA DEL PULMON
Q334,Q334,BRONQUIECTASIA CONGENITA
Q335,Q335,TEJIDO ECTOPICO EN EL PULMON
Q336,Q336,HIPOPLASIA Y DISPLASIA PULMONAR
Q338,Q338,OTRAS MALFORMACIONES CONGENITAS DEL PULMON
Q339,Q339,MALFORMACION CONGENITA DEL PULMON
Q340,Q340,ANOMALIA DE LA PLEURA
Q341,Q341,QUISTE CONGENITO DEL MEDIASTINO
Q348,Q348,OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL SISTEMA RESPIRATORIO
Q349,Q349,MALFORMACION CONGENITA DEL SISTEMA RESPIRATORIO
Q350,Q350,FISURA DEL PALADAR DURO
Q351,Q351,FISURA DEL PALADAR DURO
Q352,Q352,FISURA DEL PALADAR BLANDO
Q353,Q353,FISURA DEL PALADAR BLANDO
Q354,Q354,FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO
Q355,Q355,FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO
Q356,Q356,FISURA DEL PALADAR
Q357,Q357,FISURA DE LA UVULA
Q358,Q358,FISURA DEL PALADAR
Q359,Q359,FISURA DEL PALADAR
Q360,Q360,LABIO LEPORINO
Q361,Q361,LABIO LEPORINO
Q369,Q369,LABIO LEPORINO
Q370,Q370,FISURA DEL PALADAR DURO CON LABIO LEPORINO BILATERAL
Q371,Q371,FISURA DEL PALADAR DURO CON LABIO LEPORINO UNILATERAL
Q372,Q372,FISURA DEL PALADAR BLANDO CON LABIO LEPORINO BILATERAL
Q373,Q373,FISURA DEL PALADAR BLANDO CON LABIO LEPORINO UNILATERAL
Q374,Q374,FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO CON LABIO LEPORINO BILATERAL
Q375,Q375,FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO CON LABIO LEPORINO UNILATERAL
Q378,Q378,FISURA DEL PALADAR CON LABIO LEPORINO BILATERAL
Q379,Q379,FISURA DEL PALADAR CON LABIO LEPORINO UNILATERAL
Q380,Q380,MALFORMACIONES CONGENITAS DE LOS LABIOS
Q381,Q381,ANQUILOGLOSIA
Q382,Q382,MACROGLOSIA
Q383,Q383,OTRAS MALFORMACIONES CONGENITAS DE LA LENGUA
Q384,Q384,MALFORMACIONES CONGENITAS DE LAS GLANDULAS Y DE LOS CONDUCTOS SALIVALES
Q385,Q385,MALFORMACIONES CONGENITAS DEL PALADAR
Q386,Q386,OTRAS MALFORMACIONES CONGENITAS DE LA BOCA
Q387,Q387,DIVERTICULO FARINGEO
Q388,Q388,OTRAS MALFORMACIONES CONGENITAS DE LA FARINGE
Q390,Q390,ATRESIA DEL ESOFAGO SIN MENCION DE FISTULA
Q391,Q391,ATRESIA DEL ESOFAGO CON FISTULA TRAQUEOESOFAGICA
Q392,Q392,FISTULA TRAQUEOESOFAGICA CONGENITA SIN MENCION DE ATRESIA
Q393,Q393,ESTRECHEZ O ESTENOSIS CONGENITA DEL ESOFAGO
Q394,Q394,PTERIGION DEL ESOFAGO
Q395,Q395,DILATACION CONGENITA DEL ESOFAGO
Q396,Q396,DIVERTICULO DEL ESOFAGO
Q398,Q398,OTRAS MALFORMACIONES CONGENITAS DEL ESOFAGO
Q399,Q399,MALFORMACION CONGENITA DEL ESOFAGO
Q400,Q400,ESTENOSIS HIPERTROFICA CONGENITA DEL PILORO
Q401,Q401,HERNIA HIATAL CONGENITA
Q402,Q402,OTRAS MALFORMACIONES CONGENITAS DEL ESTOMAGO
Q403,Q403,MALFORMACION CONGENITA DEL ESTOMAGO
Q408,Q408,OTRAS MALFORMACIONES CONGENITAS DE LA PARTE SUPERIOR DEL TUBO DIGESTIVO
Q409,Q409,MALFORMACION CONGENITA DE LA PARTE SUPERIOR DEL TUBO DIGESTIVO
Q410,Q410,AUSENCIA
Q411,Q411,AUSENCIA
Q412,Q412,AUSENCIA
Q418,Q418,AUSENCIA
Q419,Q419,AUSENCIA
Q420,Q420,AUSENCIA
Q421,Q421,AUSENCIA
Q422,Q422,AUSENCIA
Q423,Q423,AUSENCIA
Q428,Q428,AUSENCIA
Q429,Q429,AUSENCIA
Q430,Q430,DIVERTICULO DE MECKEL
Q431,Q431,ENFERMEDAD DE HIRSCHSPRUNG
Q432,Q432,OTROS TRASTORNOS FUNCIONALES CONGENITOS DEL COLON
Q433,Q433,MALFORMACIONES CONGENITAS DE LA FIJACION DEL INTESTINO
Q434,Q434,DUPLICACION DEL INTESTINO
Q435,Q435,ANO ECTOPICO
Q436,Q436,FISTULA CONGENITA DEL RECTO Y DEL ANO
Q437,Q437,PERSISTENCIA DE LA CLOACA
Q438,Q438,OTRAS MALFORMACIONES CONGENITAS DEL INTESTINO
Q439,Q439,MALFORMACION CONGENITA DEL INTESTINO
Q440,Q440,AGENESIA
Q441,Q441,OTRAS MALFORMACIONES CONGENITAS DE LA VESICULA BILIAR
Q442,Q442,ATRESIA DE LOS CONDUCTOS BILIARES
Q443,Q443,ESTRECHEZ Y ESTENOSIS CONGENITA DE LOS CONDUCTOS BILIARES
Q444,Q444,QUISTE DEL COLEDOCO
Q445,Q445,OTRAS MALFORMACIONES CONGENITAS DE LOS CONDUCTOS BILIARES
Q446,Q446,ENFERMEDAD QUISTICA DEL HIGADO
Q447,Q447,OTRAS MALFORMACIONES CONGENITAS DEL HIGADO
Q450,Q450,AGENESIA
Q451,Q451,PANCREAS ANULAR
Q452,Q452,QUISTE CONGENITO DEL PANCREAS
Q453,Q453,OTRAS MALFORMACIONES CONGENITAS DEL PANCREAS Y DEL CONDUCTO PANCREATICO
Q458,Q458,OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO
Q459,Q459,MALFORMACION CONGENITA DEL SISTEMA DIGESTIVO
Q500,Q500,AUSENCIA CONGENITA DE OVARIO
Q501,Q501,QUISTE EN DESARROLLO DEL OVARIO
Q502,Q502,TORSION CONGENITA DEL OVARIO
Q503,Q503,OTRAS MALFORMACIONES CONGENITAS DE LOS OVARIOS
Q504,Q504,QUISTE EMBRIONARIO DE LA TROMPA DE FALOPIO
Q505,Q505,QUISTE EMBRIONARIO DEL LIGAMENTO ANCHO
Q506,Q506,OTRAS MALFORMACIONES CONGENITAS DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO
Q510,Q510,AGENESIA Y APLASIA DEL UTERO
Q511,Q511,DUPLICACION DEL UTERO CON DUPLICACION DEL CUELLO UTERINO Y DE LA VAGINA
Q512,Q512,OTRA DUPLICACION DEL UTERO
Q513,Q513,UTERO BICORNE
Q514,Q514,UTERO UNICORNE
Q515,Q515,AGENESIA Y APLASIA DEL CUELLO UTERINO
Q516,Q516,QUISTE EMBRIONARIO DEL CUELLO UTERINO
Q517,Q517,FISTULA CONGENITA ENTRE EL UTERO Y EL TRACTO DIGESTIVO Y URINARIO
Q518,Q518,OTRAS MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO
Q519,Q519,MALFORMACION CONGENITA DEL UTERO Y DEL CUELLO UTERINO
Q520,Q520,AUSENCIA CONGENITA DE LA VAGINA
Q521,Q521,DUPLICACION DE LA VAGINA
Q522,Q522,FISTULA RECTOVAGINAL CONGENITA
Q523,Q523,HIMEN IMPERFORADO
Q524,Q524,OTRAS MALFORMACIONES CONGENITAS DE LA VAGINA
Q525,Q525,FUSION DE LABIOS DE LA VULVA
Q526,Q526,MALFORMACION CONGENITA DEL CLITORIS
Q527,Q527,OTRAS MALFORMACIONES CONGENITAS DE LA VULVA
Q528,Q528,OTRAS MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES FEMENINOS
Q529,Q529,MALFORMACION CONGENITA DE LOS GENITALES FEMENINOS
Q530,Q530,ECTOPIA TESTICULAR
Q531,Q531,TESTICULO NO DESCENDIDO
Q532,Q532,TESTICULO NO DESCENDIDO
Q539,Q539,TESTICULO NO DESCENDIDO
Q540,Q540,HIPOSPADIAS DEL GLANDE
Q541,Q541,HIPOSPADIAS PENEANA
Q542,Q542,HIPOSPADIAS PENOSCROTAL
Q543,Q543,HIPOSPADIAS PERINEAL
Q544,Q544,ENCORDAMIENTO CONGENITO DEL PENE
Q548,Q548,OTRAS HIPOSPADIAS
Q549,Q549,HIPOSPADIAS
Q550,Q550,AUSENCIA Y APLASIA DEL TESTICULO
Q551,Q551,HIPOPLASIA DEL TESTICULO Y DEL ESCROTO
Q552,Q552,OTRAS MALFORMACIONES CONGENITAS DE LOS TESTICULOS Y DEL ESCROTO
Q553,Q553,ATRESIA DEL CONDUCTO DEFERENTE
Q554,Q554,OTRAS MALFORMACIONES CONGENITAS DE LOS CONDUCTOS DEFERENTES
Q555,Q555,APLASIA Y AUSENCIA CONGENITA DEL PENE
Q556,Q556,OTRAS MALFORMACIONES CONGENITAS DEL PENE
Q558,Q558,OTRAS MALFORMACIONES CONGENITAS DE LOS ORGANOS GENITALES MASCULINOS
Q559,Q559,MALFORMACION CONGENITA DE LOS ORGANOS GENITALES MASCULINOS
Q560,Q560,HERMAFRODITISMO
Q561,Q561,SEUDOHERMAFRODITISMO MASCULINO
Q562,Q562,SEUDOHERMAFRODITISMO FEMENINO
Q563,Q563,SEUDOHERMAFRODITISMO
Q564,Q564,SEXO INDETERMINADO
Q600,Q600,AGENESIA RENAL
Q601,Q601,AGENESIA RENAL
Q602,Q602,AGENESIA RENAL
Q603,Q603,HIPOPLASIA RENAL
Q604,Q604,HIPOPLASIA RENAL
Q605,Q605,HIPOPLASIA RENAL
Q606,Q606,SINDROME DE POTTER
Q610,Q610,QUISTE RENAL SOLITARIO CONGENITO
Q611,Q611,RIÑON POLIQUISTICO
Q612,Q612,RIÑON POLIQUISTICO
Q613,Q613,RIÑON POLIQUISTICO
Q614,Q614,DISPLASIA RENAL
Q615,Q615,RIÑON QUISTICO MEDULAR
Q618,Q618,OTRAS ENFERMEDADES RENALES QUISTICAS
Q619,Q619,ENFERMEDAD QUISTICA DEL RIÑON
Q620,Q620,HIDRONEFROSIS CONGENITA
Q621,Q621,ATRESIA Y ESTENOSIS DEL URETER
Q622,Q622,MEGALOURETER CONGENITO
Q623,Q623,OTROS DEFECTOS OBSTRUCTIVOS DE LA PELVIS RENAL Y DEL URETER
Q624,Q624,AGENESIA DEL URETER
Q625,Q625,DUPLICACION DEL URETER
Q626,Q626,MALA POSICION DEL URETER
Q627,Q627,REFLUJO VESICO-URETERO-RENAL CONGENITO
Q628,Q628,OTRAS MALFORMACIONES CONGENITAS DEL URETER
Q630,Q630,RIÑON SUPERNUMERARIO
Q631,Q631,RIÑON LOBULADO
Q632,Q632,RIÑON ECTOPICO
Q633,Q633,HIPERPLASIA RENAL Y RIÑON GIGANTE
